mol_id,formula,first_frame,last_frame,lifetime_frames,n_predecessors,n_successors
0,H3N,1,40,39,0,0
1,HN3O4,1,2,1,0,4
2,HN3O4,1,2,1,0,5
3,HN3O4,1,2,1,0,6
4,N3O4,1,12,11,0,1
5,H4N,1,2,1,0,6
6,N3O4,1,27,26,0,2
7,HN3O3,1,2,1,0,7
8,H3N,1,14,13,0,1
9,H4N,1,2,1,0,2
10,H3N,1,13,12,0,2
11,N3O4,1,18,17,0,1
12,HN3O4,1,5,4,0,2
13,H3N,1,12,11,0,6
14,N3O5,1,2,1,0,3
15,H2N3O4,1,2,1,0,6
16,H3N,1,8,7,0,2
17,H2O,1,40,39,0,0
18,H3N,1,2,1,0,7
19,N3O4,1,2,1,0,5
20,H4N,1,10,9,0,2
21,HN3O4,1,2,1,0,3
22,N3O4,1,2,1,0,2
23,N3O4,1,2,1,0,4
24,H4N,1,2,1,0,6
25,HN3O4,1,2,1,0,7
26,HN3O4,1,2,1,0,1
27,N3O4,1,2,1,0,6
28,N3O4,1,9,8,0,1
29,H3N,1,18,17,0,2
30,H2O,1,2,1,0,7
31,N3O3,1,5,4,0,1
32,N3O4,1,21,20,0,2
33,H4N,1,2,1,0,5
34,N3O4,1,12,11,0,2
35,H4N,1,2,1,0,6
36,N3O4,1,11,10,0,1
37,H4N,1,2,1,0,4
38,N3O4,1,29,28,0,2
39,H3N,1,5,4,0,3
40,N3O4,1,20,19,0,1
41,HN3O4,1,2,1,0,4
42,H3N,1,30,29,0,3
43,H3N,1,40,39,0,0
44,H3N,1,40,39,0,0
45,H4N,1,3,2,0,4
46,H3N,1,2,1,0,1
47,N3O4,1,3,2,0,2
48,HN3O4,1,2,1,0,1
49,H4N,1,2,1,0,3
50,HN3O4,1,2,1,0,4
51,N3O4,1,2,1,0,6
52,H4N,1,2,1,0,4
53,H4N,1,2,1,0,5
54,H4N,1,3,2,0,2
55,H3N,1,40,39,0,0
56,N3O4,1,3,2,0,2
57,H3N,1,2,1,0,5
58,H3N,1,2,1,0,1
59,HN3O4,1,2,1,0,2
60,H4N,1,2,1,0,4
61,N3O4,1,2,1,0,4
62,HN3O4,1,2,1,0,3
63,H4N,1,2,1,0,4
64,H3N,1,40,39,0,0
65,N3O4,1,40,39,0,0
66,H3N,1,12,11,0,1
67,H4N,1,2,1,0,4
68,H4N,1,2,1,0,3
69,H4N,1,2,1,0,7
70,H4N,1,2,1,0,2
71,HO,1,2,1,0,2
72,H4N,1,2,1,0,6
73,H2N3O4,1,2,1,0,3
74,H3N,1,8,7,0,3
75,H3N,1,4,3,0,2
76,H3N,1,21,20,0,1
77,H3N,1,5,4,0,2
78,N3O4,1,6,5,0,2
79,H4N,1,3,2,0,2
80,H3N,1,7,6,0,2
81,HN3O4,1,2,1,0,6
82,H4N,1,2,1,0,5
83,H2N3O4,1,2,1,0,3
84,H4N,1,2,1,0,2
85,N3O4,1,2,1,0,5
86,HO,1,2,1,0,2
87,N3O4,1,2,1,0,4
88,H3N,1,8,7,0,2
89,HN3O4,1,2,1,0,12
90,H4N,1,2,1,0,5
91,N3O4,1,2,1,0,2
92,H3N,1,2,1,0,12
93,H4N,1,2,1,0,6
94,N3O4,1,2,1,0,4
95,H4N,1,2,1,0,5
96,H4N,1,2,1,0,6
97,N3O4,1,2,1,0,1
98,N3O4,1,2,1,0,11
99,H4N,1,2,1,0,6
100,H4N,1,2,1,0,6
101,N3O4,1,6,5,0,1
102,N3O4,1,7,6,0,3
103,HN3O4,1,2,1,0,2
104,N3O4,1,2,1,0,1
105,H4N,1,2,1,0,4
106,HN3O4,1,3,2,0,3
107,H3N,1,40,39,0,0
108,N3O4,1,2,1,0,5
109,N3O4,1,5,4,0,3
110,N3O4,1,12,11,0,1
111,N3O4,1,6,5,0,1
112,H3N,1,9,8,0,1
113,N3O4,1,3,2,0,2
114,H4N,1,2,1,0,4
115,H2O,1,40,39,0,0
116,H3N,1,22,21,0,2
117,H3N,1,4,3,0,3
118,H4N,1,8,7,0,2
119,H3N,1,3,2,0,1
120,N3O4,1,14,13,0,2
121,N3O4,1,2,1,0,5
122,N3O4,1,19,18,0,1
123,H4N,1,2,1,0,5
124,N3O4,1,20,19,0,1
125,N3O4,1,13,12,0,2
126,HO,1,2,1,0,6
127,N3O4,1,8,7,0,1
128,H4N,1,2,1,0,6
129,N3O4,1,2,1,0,5
130,H4N,1,2,1,0,6
131,H4N,1,2,1,0,3
132,H2N3O4,1,2,1,0,6
133,N3O3,1,13,12,0,1
134,N3O4,1,2,1,0,6
135,H4N,1,2,1,0,4
136,N3O4,1,4,3,0,5
137,N3O4,1,2,1,0,4
138,H4N,1,4,3,0,2
139,H2N3O4,1,2,1,0,4
140,H3N,1,40,39,0,0
141,H4N,1,2,1,0,3
142,H4N,1,2,1,0,5
143,N3O4,1,24,23,0,1
144,H4N,1,2,1,0,2
145,H4N,1,2,1,0,4
146,N3O4,1,2,1,0,4
147,H4N,1,2,1,0,6
148,N3O4,1,2,1,0,1
149,H3N,1,5,4,0,1
150,N3O4,1,40,39,0,0
151,N3O4,1,2,1,0,2
152,N3O4,1,2,1,0,4
153,H4N,1,2,1,0,4
154,N3O4,1,2,1,0,2
155,N3O4,1,5,4,0,3
156,H3N,1,5,4,0,2
157,H4N,1,2,1,0,4
158,N3O4,1,8,7,0,2
159,N3O5,1,2,1,0,3
160,N3O4,1,2,1,0,4
161,N3O4,1,2,1,0,1
162,H3N,1,40,39,0,0
163,H2N3O4,1,2,1,0,3
164,N3O4,1,17,16,0,1
165,H4N,1,8,7,0,2
166,N3O4,1,40,39,0,0
167,N3O4,1,2,1,0,3
168,H3N,1,40,39,0,3
169,H4N,1,2,1,0,3
170,H4N,1,2,1,0,4
171,N3O4,1,6,5,0,9
172,H3N,1,4,3,0,2
173,H4N,1,17,16,0,2
174,N3O4,1,2,1,0,2
175,H3N,1,2,1,0,3
176,H4N,1,2,1,0,1
177,N3O3,1,2,1,0,3
178,H4N,1,2,1,0,3
179,H4N,1,2,1,0,3
180,N3O4,1,6,5,0,2
181,H4N,1,2,1,0,4
182,H4N,1,2,1,0,4
183,N3O3,1,2,1,0,2
184,H4N,1,2,1,0,3
185,H4N,1,2,1,0,4
186,N3O4,1,38,37,0,1
187,N3O4,1,33,32,0,5
188,H4N,1,5,4,0,2
189,HNO3,1,3,2,0,3
190,H4N,1,2,1,0,4
191,H4N,1,2,1,0,12
192,N3O4,1,8,7,0,1
193,N3O4,1,2,1,0,3
194,H3N,1,17,16,0,1
195,HN3O4,1,2,1,0,4
196,H4N,1,2,1,0,3
197,H2N3O4,1,2,1,0,3
198,H3N,1,3,2,0,1
199,H4N,1,2,1,0,11
200,N3O4,1,2,1,0,11
201,N3O4,1,2,1,0,12
202,H3N,1,2,1,0,11
203,H2N3O4,1,2,1,0,11
204,H3N,1,14,13,0,2
205,N3O4,1,2,1,0,3
206,N3O4,1,2,1,0,4
207,N3O4,1,3,2,0,2
208,HN3O3,1,2,1,0,2
209,H4N,1,2,1,0,12
210,H4N,1,2,1,0,12
211,N3O3,1,6,5,0,3
212,H3N,1,40,39,0,0
213,HN3O4,1,2,1,0,11
214,H3N,1,3,2,0,2
215,N3O4,1,15,14,0,1
216,H2O,1,40,39,0,0
217,N3O4,1,15,14,0,3
218,N3O4,1,8,7,0,2
219,H4N,1,2,1,0,12
220,H2N3O4,1,2,1,0,12
221,N3O4,1,2,1,0,11
222,N3O4,1,20,19,0,2
223,N3O4,1,2,1,0,3
224,H3N,1,13,12,0,2
225,H4N,1,2,1,0,3
226,H4N,1,2,1,0,3
227,H4N,1,2,1,0,2
228,N2,1,18,17,0,2
229,N3O4,1,5,4,0,1
230,H3N,1,4,3,0,4
231,H4N,1,6,5,0,9
232,H3N,1,40,39,0,0
233,H4N,1,2,1,0,3
234,H4N,1,2,1,0,3
235,N3O4,1,2,1,0,1
236,H4N,1,2,1,0,4
237,H3N,1,40,39,0,0
238,N3O4,1,9,8,0,2
239,H3N,1,4,3,0,3
240,H3N,1,6,5,0,2
241,H3N,1,2,1,0,8
242,H2N3O4,1,2,1,0,8
243,N3O4,1,4,3,0,2
244,H4N,1,4,3,0,2
245,H4N,1,2,1,0,4
246,N3O4,1,7,6,0,2
247,H4N,1,2,1,0,2
248,N3O4,1,40,39,0,0
249,HN3O4,1,2,1,0,3
250,H4N,1,2,1,0,4
251,H4N,1,4,3,0,2
252,H4N,1,4,3,0,5
253,N3O4,1,2,1,0,3
254,HN3O4,1,2,1,0,4
255,H4N,1,2,1,0,4
256,H2O,1,40,39,0,0
257,H4N,1,2,1,0,3
258,N3O4,1,2,1,0,8
259,N3O4,1,10,9,0,4
260,HN3O4,1,2,1,0,4
261,HN3O4,1,2,1,0,5
262,N3O4,1,28,27,0,2
263,N3O3,1,4,3,0,2
264,N3O4,1,17,16,0,1
265,N3O4,1,2,1,0,8
266,H4N,1,2,1,0,3
267,N3O4,1,2,1,0,3
268,N3O4,1,2,1,0,8
269,H4N,1,2,1,0,8
270,N3O4,1,2,1,0,3
271,H4N,1,2,1,0,2
272,N3O4,1,12,11,0,2
273,H3N,1,16,15,0,3
274,N3O4,1,2,1,0,3
275,N3O4,1,4,3,0,2
276,H3N,1,3,2,0,3
277,H3N,1,19,18,0,2
278,H2O,1,40,39,0,0
279,N3O4,1,2,1,0,3
280,H3N,1,3,2,0,2
281,H4N,1,12,11,0,3
282,N3O4,1,9,8,0,1
283,N3O4,1,35,34,0,2
284,H3N,1,40,39,0,0
285,H3N,1,18,17,0,2
286,N3O4,1,2,1,0,3
287,N3O4,1,2,1,0,8
288,H4N,1,2,1,0,3
289,H4N,1,2,1,0,2
290,H4N,1,6,5,0,2
291,H4N,1,6,5,0,9
292,N3O4,1,4,3,0,2
293,H4N,1,2,1,0,3
294,H3N,1,32,31,0,2
295,H2O,1,40,39,0,0
296,HN3O4,1,2,1,0,3
297,H4N,1,2,1,0,3
298,N3O4,1,8,7,0,2
299,HN3O4,1,2,1,0,4
300,H4N,1,2,1,0,4
301,H4N,1,2,1,0,4
302,N3O4,1,2,1,0,2
303,H3N,1,5,4,0,2
304,H4N,1,2,1,0,8
305,H4N,1,2,1,0,5
306,H2N3O4,1,3,2,0,2
307,H4N,1,2,1,0,4
308,H3N,1,3,2,0,5
309,H4N,1,2,1,0,8
310,HN3O4,1,2,1,0,3
311,H3N,1,17,16,0,4
312,H3N,1,2,1,0,3
313,N3O4,1,5,4,0,2
314,HN3O4,1,3,2,0,2
315,H4N,1,2,1,0,3
316,N3O4,1,2,1,0,3
317,N3O4,1,3,2,0,2
318,H3N,1,3,2,0,2
319,HN3O4,1,2,1,0,4
320,N3O4,1,2,1,0,3
321,HN3O4,1,3,2,0,2
322,H3N,1,2,1,0,7
323,N3O3,1,7,6,0,2
324,H3N,1,2,1,0,3
325,H4N,1,3,2,0,5
326,N3O4,1,3,2,0,3
327,H3N,1,40,39,0,0
328,N3O3,1,10,9,0,1
329,H3N,1,13,12,0,2
330,N3O4,1,2,1,0,3
331,N3O4,1,9,8,0,2
332,N3O4,1,3,2,0,2
333,N3O4,1,24,23,0,1
334,H3N,1,3,2,0,6
335,N3O4,1,22,21,0,1
336,H3N,1,10,9,0,2
337,N3O3,1,3,2,0,3
338,N3O4,1,2,1,0,2
339,H3N,1,2,1,0,3
340,HN3O4,1,2,1,0,3
341,H3N,1,5,4,0,1
342,N3O4,1,23,22,0,1
343,H4N,1,2,1,0,2
344,H4N,1,5,4,0,2
345,H3N,1,6,5,0,1
346,H2O,1,40,39,0,0
347,N3O4,1,40,39,0,0
348,H3N,1,13,12,0,2
349,N3O4,1,2,1,0,4
350,HN3O4,1,2,1,0,3
351,N3O4,1,14,13,0,1
352,HN3O4,1,2,1,0,4
353,H2N3O4,1,2,1,0,3
354,H4N,1,7,6,0,2
355,N3O4,1,40,39,0,0
356,H4N,1,2,1,0,3
357,H3N,1,11,10,0,2
358,H4N,1,2,1,0,7
359,HN3O4,1,3,2,0,5
360,H3N3O4,1,2,1,0,7
361,H4N,1,7,6,0,3
362,N3O4,1,3,2,0,1
363,H3N,1,2,1,0,4
364,N3O4,1,13,12,0,2
365,H4N,1,2,1,0,4
366,N3O4,1,10,9,0,1
367,H3N,1,15,14,0,3
368,H3N,1,2,1,0,2
369,N3O4,1,2,1,0,2
370,H4N,1,2,1,0,8
371,H3N,1,40,39,0,0
372,H3N,1,2,1,0,2
373,N3O4,1,40,39,0,0
374,H4N,1,2,1,0,3
375,N3O4,1,2,1,0,2
376,N5O5,1,5,4,0,2
377,N3O4,1,2,1,0,2
378,N3O4,1,2,1,0,3
379,H4N,1,12,11,0,2
380,N3O4,1,7,6,0,2
381,H4N,1,2,1,0,4
382,H4N,1,2,1,0,2
383,N3O4,1,2,1,0,2
384,HN3O4,1,8,7,0,4
385,N3O4,1,11,10,0,4
386,H4N,1,5,4,0,2
387,H2O,1,40,39,0,0
388,N3O4,1,4,3,0,3
389,H3N,1,7,6,0,4
390,HN3O3,1,2,1,0,2
391,H2O,1,28,27,0,2
392,H4N,1,2,1,0,4
393,N3O3,1,2,1,0,2
394,H4N,1,2,1,0,8
395,H4N,1,2,1,0,5
396,N3O4,1,2,1,0,6
397,H3N,1,40,39,0,0
398,H4N,1,3,2,0,2
399,H3N,1,36,35,0,1
400,N3O4,1,2,1,0,3
401,H4N,1,2,1,0,2
402,H4N,1,4,3,0,2
403,HNO2,1,40,39,0,0
404,H3N,1,40,39,0,0
405,N3O4,1,2,1,0,4
406,H3N,1,3,2,0,2
407,H4N,1,2,1,0,4
408,N3O4,1,12,11,0,2
409,H3N3O4,1,2,1,0,5
410,H3N,1,40,39,0,0
411,N3O4,1,24,23,0,1
412,H3N,1,10,9,0,1
413,N3O4,1,18,17,0,1
414,H3N,1,15,14,0,2
415,H4N,1,2,1,0,7
416,N3O4,1,7,6,0,1
417,N3O4,1,2,1,0,4
418,H3N,1,2,1,0,4
419,N3O4,1,2,1,0,5
420,H3N,1,40,39,0,0
421,N3O4,1,7,6,0,2
422,H4N,1,2,1,0,4
423,H4N,1,2,1,0,4
424,N3O4,1,24,23,0,1
425,H3N,1,3,2,0,2
426,H3N,1,37,36,0,2
427,N3O4,1,2,1,0,2
428,N3O4,1,2,1,0,2
429,N3O4,1,2,1,0,2
430,N3O4,1,12,11,0,6
431,H4N,1,25,24,0,2
432,HN3O4,1,2,1,0,2
433,N3O4,1,19,18,0,2
434,N3O4,1,10,9,0,2
435,N3O4,1,20,19,0,2
436,H4N,1,2,1,0,5
437,H3N,1,3,2,0,3
438,N3O4,1,8,7,0,2
439,H3N,1,12,11,0,2
440,H4N,1,2,1,0,5
441,H3N,1,2,1,0,5
442,H4N,1,2,1,0,3
443,N3O4,1,2,1,0,5
444,H4N,1,4,3,0,3
445,N3O4,1,3,2,0,5
446,HO,2,3,1,2,1
447,H4NO,2,3,1,2,2
448,N3O2,2,3,1,2,2
449,N3O3,2,4,2,3,2
450,H2O,2,40,38,3,0
451,H3N,2,40,38,3,0
452,H3N,2,24,22,3,3
453,HNO2,2,32,30,3,1
454,N2O,2,12,10,3,1
455,H2O,2,40,38,3,0
456,H3N,2,6,4,3,3
457,H3N,2,17,15,3,2
458,HNO2,2,8,6,5,2
459,N2O,2,15,13,5,2
460,H3NO,2,16,14,5,1
461,HN3O5,2,13,11,5,2
462,NO2,2,32,30,5,3
463,HO,2,4,2,5,1
464,H3N,2,23,21,5,1
465,N2,2,4,2,5,1
466,H3N,2,7,5,2,3
467,HN3O4,2,4,2,2,2
468,H2O,2,40,38,3,0
469,H3N,2,6,4,3,1
470,N3O3,2,6,4,3,1
471,H3N,2,11,9,3,2
472,N3O2,2,3,1,2,2
473,HN3O5,2,12,10,2,2
474,H2N,2,4,2,6,4
475,HNO2,2,12,10,6,2
476,H2N2O2,2,4,2,6,4
477,H3N,2,4,2,6,4
478,H3N,2,7,5,6,3
479,H2O,2,6,4,6,2
480,N3O3,2,3,1,6,2
481,H3N,2,6,4,6,3
482,HN3O3,2,3,1,2,2
483,H2N,2,3,1,2,2
484,H3N,2,19,17,5,3
485,H3NO,2,4,2,5,4
486,H2O,2,40,38,5,0
487,HN3O4,2,7,5,5,3
488,N3O3,2,4,2,5,4
489,N3O3,2,8,6,5,3
490,HN3O6,2,8,6,3,4
491,N3O3,2,3,1,3,2
492,H3N,2,8,6,3,4
493,HN3O4,2,5,3,2,3
494,H3N,2,15,13,2,3
495,H3N,2,8,6,2,2
496,HN3O4,2,7,5,2,3
497,H3N,2,22,20,2,2
498,H2O,2,40,38,2,0
499,N2O,2,8,6,2,2
500,NO2,2,3,1,2,2
501,H3N,2,17,15,4,3
502,H2N3O5,2,4,2,4,3
503,N6O7,2,3,1,4,1
504,H2N4O4,2,12,10,3,2
505,HN3O4,2,5,3,3,2
506,H4NO,2,5,3,4,2
507,HN3O4,2,5,3,4,2
508,HN3O3,2,3,1,4,2
509,H3N,2,3,1,4,2
510,H2O,2,40,38,4,0
511,H2O,2,40,38,4,0
512,NO,2,6,4,4,1
513,N2,2,6,4,4,1
514,H4NO,2,11,9,4,2
515,H3N,2,13,11,4,3
516,H3N,2,13,11,4,1
517,H3N,2,3,1,3,2
518,H2N3O4,2,3,1,3,2
519,H3N,2,3,1,3,4
520,N3O3,2,4,2,4,1
521,H3NO,2,12,10,4,3
522,H2N3O4,2,8,6,4,2
523,H3N,2,40,38,4,0
524,H3N,2,3,1,2,2
525,HN3O4,2,3,1,2,2
526,N3O3,2,4,2,2,2
527,H2O,2,40,38,2,0
528,H3N,2,6,4,2,1
529,H3NO,2,3,1,3,6
530,HN3O4,2,3,1,3,6
531,N3O3,2,3,1,3,2
532,H3N,2,14,12,3,2
533,H4NO,2,10,8,3,2
534,N3O3,2,6,4,3,2
535,H2O,2,40,38,3,0
536,H3N,2,3,1,3,1
537,HN3O3,2,3,1,3,2
538,H3N,2,4,2,3,1
539,H2O,2,40,38,2,0
540,N3O3,2,4,2,2,4
541,H3N,2,4,2,2,4
542,H3N,2,27,25,3,2
543,H2N3O4,2,3,1,3,6
544,H3N,2,34,32,3,1
545,H3N,2,40,38,3,0
546,H2O,2,40,38,3,0
547,H3N,2,8,6,3,4
548,N3O3,2,5,3,3,2
549,H3N,2,11,9,2,3
550,HN3O4,2,3,1,2,2
551,H3N,2,24,22,3,1
552,HN3O5,2,40,38,3,0
553,N3O3,2,4,2,3,3
554,H4N4O4,2,5,3,2,2
555,HN3O3,2,3,1,3,2
556,H3N,2,3,1,3,2
557,H2O,2,40,38,3,0
558,H3N,2,13,11,3,1
559,HN3O3,2,4,2,8,4
560,H2O,2,40,38,8,0
561,H2NO,2,3,1,8,2
562,HNO2,2,6,4,8,1
563,N2,2,18,16,8,1
564,H2O,2,40,38,8,0
565,HNO2,2,3,1,8,2
566,H2N,2,3,1,8,2
567,HN2O,2,4,2,8,2
568,H4NO,2,4,2,8,2
569,H3N,2,9,7,8,1
570,H3N,2,3,1,8,2
571,HN3O5,2,16,14,2,2
572,N3O3,2,6,4,2,2
573,NO2,2,26,24,3,2
574,H2O,2,40,38,3,0
575,H3N,2,40,38,3,0
576,N2,2,11,9,3,1
577,H2O,2,40,38,3,0
578,H3N,2,3,1,3,3
579,HN3O3,2,4,2,2,3
580,H2O,2,40,38,2,0
581,H3N,2,4,2,2,3
582,H2N3O4,2,3,1,2,2
583,H3N,2,11,9,2,3
584,H3N,2,20,18,4,1
585,H2O,2,40,38,4,0
586,H3N,2,27,25,4,2
587,HN2O,2,14,12,4,3
588,H3N,2,4,2,4,2
589,NO2,2,9,7,4,4
590,N3O3,2,5,3,4,3
591,H2O,2,3,1,4,4
592,H2N4O3,2,3,1,4,4
593,H2O,2,40,38,4,0
594,H3N,2,8,6,4,3
595,H3N,2,3,1,2,3
596,H2N3O3,2,3,1,2,3
597,HO,2,3,1,2,1
598,H3N,2,40,38,2,2
599,H2O,2,40,38,2,0
600,N2O,2,5,3,2,2
601,HNO2,2,7,5,2,1
602,N2O,2,10,8,7,1
603,NO2,2,13,11,7,2
604,H2O,2,40,38,7,0
605,H3NO,2,4,2,7,2
606,HNO,2,22,20,7,3
607,HO,2,3,1,7,1
608,N4O6,2,7,5,7,1
609,HN2O,2,3,1,7,2
610,HNO2,2,4,2,7,2
611,HN3O4,2,21,19,7,2
612,N2,2,7,5,7,2
613,H2O,2,40,38,3,0
614,H3N,2,40,38,3,0
615,N3O3,2,9,7,3,1
616,H3N,2,5,3,3,3
617,HN3O5,2,31,29,4,3
618,H4NO,2,4,2,4,2
619,H3N,2,4,2,4,4
620,NO2,2,19,17,4,2
621,N2,2,40,38,4,0
622,HN3O3,2,3,1,2,4
623,H2O,2,40,38,2,0
624,H3N,2,6,4,2,9
625,N5O5,2,23,21,3,3
626,NO2,2,8,6,3,2
627,H2O,2,40,38,3,0
628,H3N,2,14,12,3,1
629,H2O,2,40,38,5,0
630,H3NO,2,6,4,5,1
631,H,2,3,1,5,2
632,H3N2O2,2,3,1,5,2
633,N2,2,28,26,5,4
634,H2O,2,40,38,5,0
635,N3O3,2,23,21,5,3
636,H4N4O4,2,3,1,2,3
637,N3O2,2,3,1,5,2
638,HN3O5,2,3,1,5,2
639,H3N,2,40,38,5,0
640,H4NO,2,3,1,5,3
641,H3N,2,40,38,5,0
642,H2O,2,40,38,2,0
643,H3N,2,40,38,2,0
644,HNO2,2,40,38,2,2
645,N2O,2,5,3,2,1
646,H3N,2,5,3,2,3
647,N5O5,2,15,13,3,2
648,H2O,2,40,38,3,0
649,H3N,2,7,5,3,1
650,NO2,2,15,13,3,3
651,N2O,2,8,6,5,3
652,HNO2,2,7,5,5,2
653,H3N,2,8,6,5,2
654,H3NO,2,3,1,5,2
655,H2O,2,40,38,5,0
656,HN3O4,2,3,1,5,2
657,N3O3,2,7,5,3,2
658,H2O,2,40,38,3,0
659,H3N,2,40,38,3,0
660,H3N,2,19,17,3,2
661,N3O3,2,3,1,3,2
662,H2O,2,40,38,3,0
663,H3N,2,9,7,3,2
664,H3N,2,40,38,3,0
665,H3N,2,24,22,3,2
666,H2O,2,40,38,3,0
667,NO2,2,36,34,3,1
668,N2,2,33,31,3,5
669,H2O,2,40,38,3,0
670,H3N,2,25,23,3,4
671,HN3O5,2,40,38,3,0
672,N3O3,2,3,1,3,2
673,H3N,2,16,14,3,2
674,H4N4O4,2,8,6,2,4
675,N3O3,2,21,19,2,1
676,HN3O5,2,27,25,2,2
677,HN3O3,2,3,1,3,3
678,H3N,2,18,16,3,1
679,N3O5,2,3,1,3,2
680,H2O,2,40,38,2,0
681,N3O3,2,3,1,2,2
682,H3N,2,3,1,2,2
683,H4NO,2,6,4,2,2
684,N3O3,2,5,3,2,2
685,H2O,2,40,38,3,0
686,H3N,2,3,1,3,3
687,N3O3,2,4,2,3,2
688,H3N,2,15,13,3,1
689,HN3O5,2,40,38,4,0
690,N3O,2,3,1,4,2
691,H4NO,2,14,12,4,2
692,H2O,2,40,38,4,0
693,H3N,2,40,38,4,0
694,H2O,2,40,38,2,0
695,H3N,2,8,6,2,2
696,N3O3,2,8,6,2,4
697,N6O8,2,38,36,2,2
698,N3O3,2,8,6,3,4
699,H4NO,2,3,1,3,3
700,H3N,2,13,11,3,2
701,H3N,2,18,16,2,2
702,HN3O4,2,3,1,2,4
703,H3N,2,3,1,2,2
704,HO2,2,3,1,2,2
705,N3O3,2,7,5,2,3
706,NO2,2,40,38,2,0
707,H2O,2,40,38,2,0
708,H3N,2,19,17,2,1
709,N2O,2,5,3,2,1
710,N3O3,2,7,5,3,1
711,H2O,2,40,38,3,0
712,H3N,2,34,32,3,1
713,H3N,2,40,38,3,0
714,H3NO,2,16,14,3,2
715,H3N3O4,2,3,1,3,3
716,N3O3,2,3,1,3,1
717,NO2,2,6,4,2,3
718,N5O5,2,13,11,2,3
719,N6O8,2,3,1,2,2
720,N2O,2,8,6,3,1
721,NO2,2,40,38,3,0
722,H2O,2,40,38,3,0
723,H3N,2,33,31,3,2
724,H3N,2,40,38,3,0
725,HN3O4,2,4,2,2,3
726,H3N,2,26,24,2,2
727,HNO2,2,13,11,1,1
728,N2O,2,40,38,1,0
729,H3N,2,18,16,2,2
730,H2O,2,40,38,2,0
731,H2O,2,29,27,3,2
732,H3N,2,3,1,3,1
733,N3O3,2,4,2,3,2
734,H3N,2,13,11,3,4
735,H3N,2,4,2,2,3
736,H2O,2,40,38,2,0
737,N3O3,2,12,10,2,1
738,H3N,3,7,4,2,4
739,HN3O2,3,7,4,2,4
740,H2O,3,6,3,2,2
741,H2N4O3,3,6,3,2,2
742,H4N,3,4,1,2,2
743,N3O3,3,4,1,2,2
744,H2N3O3,3,4,1,2,5
745,H2O,3,4,1,2,5
746,H3NO,3,4,1,2,5
747,H2N3O,3,4,1,3,2
748,HNO2,3,24,21,3,4
749,H2O,3,4,1,3,2
750,N3O3,3,33,30,3,5
751,HN3O3,3,4,1,2,3
752,H3N,3,4,1,2,3
753,HN3O3,3,4,1,2,3
754,H3N,3,15,12,2,3
755,H3NO,3,18,15,2,2
756,H2O,3,29,26,2,2
757,H3N4O3,3,4,1,2,2
758,HN3O4,3,5,2,2,1
759,H3N,3,40,37,2,0
760,N2O,3,4,1,1,1
761,HNO2,3,20,17,1,1
762,HN3O5,3,40,37,4,0
763,NO2,3,28,25,4,2
764,H3N,3,38,35,4,2
765,H4NO,3,4,1,4,2
766,N2,3,4,1,4,2
767,H3N,3,31,28,3,2
768,H2O,3,40,37,3,0
769,H3N,3,7,4,3,3
770,N3O3,3,6,3,3,1
771,N3O5,3,4,1,1,2
772,N3O3,3,4,1,1,2
773,NO2,3,18,15,2,2
