mol_id,formula,first_frame,last_frame,lifetime_frames,n_predecessors,n_successors
2857,H3N4O3,30,31,1,2,2
2858,HN3O3,30,31,1,2,2
2859,H3N,30,34,4,1,2
2860,N3O3,30,40,10,1,0
2861,NO2,30,33,3,2,2
2862,H3N,30,31,1,2,3
2863,N2,30,33,3,3,1
2864,H3NO,30,31,1,3,3
2865,H2O,30,31,1,3,3
2866,NO,30,31,1,3,3
2867,H2NO2,30,31,1,3,3
2868,H2N,30,31,1,3,3
2869,H2N,30,31,1,3,3
2870,N5O4,30,31,1,1,2
2871,N2O,30,32,2,1,1
2872,H3NO,30,31,1,3,2
2873,H3N,30,31,1,3,2
2874,HN3O5,30,35,5,3,2
2875,H2N,30,32,2,2,1
2876,HNO3,30,40,10,2,0
2877,H2N,30,31,1,2,2
2878,HNO2,30,31,1,2,2
2879,HO,30,31,1,1,1
2880,N2,30,31,1,1,1
2881,N2O,30,36,6,1,1
2882,H3N,30,36,6,1,1
2883,H3N3O,30,31,1,2,2
2884,H,31,40,9,2,0
2885,H6N2O,31,40,9,2,0
2886,H3N,31,35,4,3,2
2887,HN3O3,31,32,1,3,2
2888,H2N,31,32,1,3,2
2889,H2N4O4,31,35,4,2,2
2890,NO2,31,35,4,2,2
2891,H3N4O3,31,32,1,2,2
2892,HN2O,31,33,2,2,2
2893,HNO2,31,32,1,2,2
2894,H3NO,31,32,1,2,2
2895,H3N,31,40,9,2,0
2896,N2O,31,32,1,2,2
2897,H3N,31,33,2,3,2
2898,HNO2,31,32,1,3,2
2899,H2O,31,33,2,3,2
2900,HN3O5,31,33,2,3,2
2901,HN2O,31,32,1,2,2
2902,N2,31,32,1,2,2
2903,H4NO,31,33,2,4,2
2904,HN5O3,31,32,1,4,2
2905,H3N,31,40,9,2,0
2906,NO2,31,34,3,2,2
2907,H3N4O5,31,32,1,2,2
2908,H3N,31,40,9,1,0
2909,N2O,31,33,2,1,2
2910,HN3O4,31,32,1,1,1
2911,HO,31,32,1,1,1
2912,N3O3,31,33,2,1,1
2913,H3N,31,33,2,1,1
2914,H7N14O15,31,32,1,4,4
2915,H2N2O,31,40,9,4,0
2916,H2N3O5,31,32,1,4,4
2917,H3N,31,40,9,3,0
2918,H3N,31,34,3,3,2
2919,NO2,31,34,3,3,2
2920,H2N4O4,31,40,9,2,0
2921,NO2,31,40,9,2,0
2922,HN2O,31,40,9,2,2
2923,H2N3O,31,33,2,2,3
2924,N2O,31,32,1,1,1
2925,HNO2,31,32,1,1,1
2926,H2N4O3,31,32,1,2,2
2927,N2,31,32,1,2,2
2928,H4NO,31,32,1,2,2
2929,H3N,31,32,1,2,2
2930,H4NO2,31,32,1,2,2
2931,N3O4,31,32,1,2,2
2932,HNO2,31,40,9,3,0
2933,H2N,31,32,1,3,2
2934,H2O,31,32,1,3,2
2935,N2,31,32,1,1,1
2936,N3O4,31,33,2,1,1
2937,NO2,31,40,9,1,0
2938,N2,31,40,9,1,0
2939,N3O5,31,33,2,1,2
2940,H3N4O3,31,32,1,2,2
2941,H4NO,31,35,4,2,2
2942,H2N,31,36,5,2,3
2943,NO2,31,40,9,2,0
2944,H3N,31,40,9,2,0
2945,H3N3O,31,32,1,2,2
2946,H3N,32,36,4,4,1
2947,HN6O8,32,36,4,4,1
2948,NO2,32,38,6,4,2
2949,N3O2,32,33,1,3,1
2950,N3O5,32,33,1,3,1
2951,HN3O5,32,40,8,3,0
2952,H3N4O2,32,36,4,2,2
2953,HO,32,36,4,2,2
2954,H3N4O6,32,33,1,4,5
2955,H2O,32,33,1,4,5
2956,H7N14O15,32,33,1,4,5
2957,HN3O5,32,40,8,4,0
2958,N2,32,36,4,2,2
2959,HN2O,32,35,3,2,2
2960,N3O3,32,35,3,2,2
2961,H3N,32,40,8,2,0
2962,HN3O3,32,33,1,2,2
2963,H3N,32,33,1,2,2
2964,HN,32,33,1,3,2
2965,H2N3O4,32,33,1,3,2
2966,H2O,32,39,7,3,2
2967,H3N,32,40,8,3,0
2968,N3O3,32,40,8,1,0
2969,H3N,32,39,7,1,1
2970,NO2,32,40,8,2,0
2971,H4NO,32,34,2,2,2
2972,NO,32,34,2,2,1
2973,NO,32,36,4,2,1
2974,N2,32,40,8,2,0
2975,H3N,32,34,2,1,1
2976,N3O5,32,34,2,1,1
2977,HNO2,32,33,1,1,1
2978,N2O,32,33,1,1,1
2979,H2N6O5,32,33,1,3,3
2980,N3O2,32,33,1,3,3
2981,H2N4O3,32,34,2,2,3
2982,NO2,32,35,3,2,2
2983,H2N3O5,32,37,5,2,2
2984,N4O,32,33,1,2,1
2985,H3N,32,33,1,1,1
2986,N3O3,32,33,1,1,1
2987,H2N,32,33,1,2,2
2988,HN2O,32,33,1,2,2
2989,H3N3O,32,33,1,2,2
2990,H2N,32,33,1,2,2
2991,H2N3O5,32,33,1,2,2
2992,HN3O3,32,38,6,2,2
2993,H2N,32,34,2,2,2
2994,HNO2,32,34,2,2,2
2995,N2O,32,38,6,1,1
2996,H3N,32,40,8,1,0
2997,HN3O5,32,33,1,2,2
2998,H3NO,32,33,1,2,2
2999,H3N2O2,32,33,1,2,2
3000,N3O2,32,33,1,1,1
3001,HN2O,32,33,1,1,1
3002,HN2O,32,33,1,2,2
3003,H3N,32,34,2,2,2
3004,H4NO,32,34,2,2,2
3005,H3NO,32,35,3,2,3
3006,H2O,32,34,2,2,3
3007,H3N,32,34,2,2,3
3008,HO,32,33,1,2,1
3009,H3N,32,40,8,2,0
3010,H3N,32,40,8,1,0
3011,N3O3,32,40,8,1,0
3012,H2N,32,33,1,2,2
3013,HNO2,32,33,1,2,2
3014,H2N4O6,33,40,7,4,0
3015,H2O,33,40,7,4,0
3016,H3N,33,40,7,4,0
3017,H4N13O15,33,38,5,4,2
3018,H3N,33,37,4,4,2
3019,H3N4O4,33,38,5,3,2
3020,H4NO,33,40,7,3,0
3021,N6O7,33,36,3,2,2
3022,H2N,33,39,6,2,2
3023,HN3O4,33,40,7,2,0
3024,N2,33,40,7,1,0
3025,HO,33,40,7,1,0
3026,H3N,33,34,1,3,2
3027,HN3O3,33,34,1,3,3
3028,N2O,33,34,1,3,2
3029,N2O,33,39,6,1,1
3030,H3N,33,40,7,1,0
3031,HN4O5,33,35,2,2,2
3032,H3NO,33,34,1,2,2
3033,HNO2,33,34,1,2,2
3034,H3N,33,40,7,2,0
3035,HN3O5,33,40,7,2,0
3036,HNO2,33,38,5,2,2
3037,N3O4,33,38,5,2,2
3038,N2O4,33,37,4,2,2
3039,H3NO,33,40,7,2,0
3040,N7O5,33,34,1,2,2
3041,N2O,33,34,1,1,1
3042,NO,33,34,1,1,1
3043,H2N,33,34,1,5,2
3044,HN3O2,33,34,1,5,2
3045,NO,33,34,1,5,3
3046,HNO,33,34,1,5,2
3047,HN3O4,33,34,1,5,2
3048,N3O4,33,35,2,2,2
3049,H4NO2,33,35,2,2,2
3050,H3N,33,40,7,2,0
3051,N2O,33,34,1,2,1
3052,N2,33,38,5,2,1
3053,H4NO,33,34,1,2,2
3054,H3N,33,40,7,2,0
3055,NO2,33,40,7,2,0
3056,H3N4O3,33,38,5,2,2
3057,H3N4O3,33,34,1,2,2
3058,HNO2,33,34,1,2,2
3059,H2N,33,34,1,2,2
3060,N3O2,33,36,3,2,2
3061,H4NO,33,36,3,2,2
3062,H3N4O3,33,34,1,2,2
3063,H2N4O3,33,34,1,2,3
3064,N3O4,33,38,5,2,2
3065,N2,33,34,1,2,3
3066,HN4O4,33,34,1,2,2
3067,HN3O5,33,34,1,2,2
3068,HN3O3,33,36,3,2,2
3069,H2N,33,34,1,2,2
3070,HNO2,33,34,1,2,2
3071,HNO2,33,38,5,1,1
3072,H2N,33,38,5,1,1
3073,NO2,33,40,7,2,0
3074,H3N,33,40,7,2,0
3075,HN5O3,33,34,1,2,2
3076,N2O3,33,35,2,2,2
3077,HN2O,33,40,7,2,0
3078,HN2O,33,36,3,2,2
3079,N3O3,34,35,1,1,1
3080,H3N,34,35,1,1,1
3081,HN2O,34,36,2,5,2
3082,HN3O,34,35,1,5,4
3083,H2O,34,35,1,5,4
3084,HNO,34,35,1,5,4
3085,HNO2,34,35,1,2,2
3086,HN4O4,34,35,1,2,2
3087,H2N,34,35,1,2,2
3088,HN2O,34,35,1,2,2
3089,HN4O4,34,35,1,2,2
3090,HNO2,34,35,1,2,2
3091,H3NO,34,35,1,2,2
3092,HN5O5,34,35,1,2,2
3093,N2,34,40,6,2,0
3094,NO2,34,40,6,2,0
3095,HNO2,34,40,6,2,0
3096,H2N,34,35,1,2,2
3097,HN3O3,34,35,1,2,2
3098,H2N,34,35,1,2,2
3099,H2N3O,34,38,4,2,2
3100,NO2,34,40,6,2,0
3101,N2,34,40,6,2,0
3102,H4NO,34,37,3,2,3
3103,NO2,34,40,6,2,0
3104,HNO3,34,40,6,3,0
3105,HN3O3,34,38,4,3,2
3106,H2N,34,35,1,2,2
3107,HNO2,34,35,1,2,2
3108,NO2,34,36,2,2,3
3109,H3N,34,36,2,2,3
3110,H2O,34,35,1,3,3
3111,H2N2O4,34,35,1,3,3
3112,H4N,34,37,3,3,2
3113,H3N4O5,34,35,1,2,2
3114,HNO2,34,35,1,2,2
3115,H2N,34,35,1,2,2
3116,H3N3O,34,36,2,2,2
3117,HNO2,34,40,6,2,0
3118,HN3O3,34,36,2,2,2
3119,N4O,34,35,1,1,1
3120,N3O4,34,35,1,1,1
3121,H3N3O,34,36,2,2,2
3122,HN2O,34,35,1,1,1
3123,N3O2,34,35,1,1,1
3124,N3O2,34,35,1,2,2
3125,H2N,34,35,1,2,2
3126,HNO2,34,35,1,2,2
3127,H3N,34,35,1,2,2
3128,H4NO,34,35,1,2,2
3129,H3N,34,39,5,1,1
3130,HO,34,38,4,1,1
3131,NO2,34,39,5,2,3
3132,H3N,34,36,2,2,2
3133,HN3O3,34,35,1,2,2
3134,H2N,34,35,1,2,2
3135,HN4O4,34,35,1,2,2
3136,HN3O5,34,40,6,2,0
3137,N3O3,34,35,1,1,1
3138,H3N,34,35,1,1,1
3139,H3N2O,34,36,2,2,4
3140,H3N,34,35,1,2,1
3141,N3O2,34,35,1,2,1
3142,H3N,34,35,1,2,2
3143,NO2,34,35,1,2,2
3144,H2N,35,36,1,2,2
3145,HN3O3,35,36,1,2,2
3146,HN4O4,35,36,1,2,2
3147,HNO2,35,36,1,2,2
3148,NO2,35,40,5,2,0
3149,H2N4O4,35,40,5,2,0
3150,H3N,35,40,5,2,0
3151,N2O,35,38,3,2,1
3152,H2N4O4,35,40,5,2,0
3153,NO2,35,40,5,2,0
3154,H4NO,35,40,5,2,0
3155,N5O5,35,40,5,2,0
3156,NO,35,38,3,2,2
3157,H2N4O5,35,40,5,2,0
3158,HNO2,35,38,3,1,1
3159,N3O3,35,38,3,1,1
3160,N2,35,40,5,2,0
3161,HN2O,35,36,1,2,2
3162,H3NO,35,36,1,2,2
3163,HNO2,35,36,1,2,2
3164,H3N,35,40,5,2,2
3165,N3O3,35,40,5,2,2
3166,HN3O4,35,36,1,2,3
3167,H2N4O5,35,36,1,2,3
3168,H3N,35,37,2,2,2
3169,H4NO,35,37,2,2,2
3170,H2N3O,35,36,1,4,4
3171,H2O,35,36,1,4,4
3172,H4NO,35,36,1,4,4
3173,H3N4O3,35,37,2,2,2
3174,H3N,35,40,5,2,5
3175,NO2,35,37,2,2,1
3176,H2N3O5,35,36,1,2,3
3177,H3NO,35,36,1,2,3
3178,H2N4O3,35,36,1,3,2
3179,H3N,35,40,5,3,0
3180,HN3O5,35,40,5,2,0
3181,H3NO,35,40,5,2,0
3182,H3N4O3,35,39,4,2,2
3183,NO2,35,37,2,1,1
3184,NO,35,37,2,1,1
3185,HNO2,35,39,4,2,2
3186,H2N,35,36,1,2,2
3187,H4N2O4,35,37,2,4,2
3188,H2NO,35,37,2,4,2
3189,H4NO2,35,40,5,4,0
3190,N7O5,35,37,2,2,2
3191,NO2,35,40,5,2,0
3192,H3N,35,40,5,2,0
3193,HN5O3,35,36,1,2,2
3194,H2N,35,36,1,2,2
3195,HNO2,35,36,1,2,2
3196,N2O,35,36,1,1,1
3197,NO,35,36,1,1,1
3198,H2N,35,36,1,3,2
3199,H2O,35,40,5,3,0
3200,NO,35,40,5,3,0
3201,N2O,35,40,5,3,0
3202,H3N,35,40,5,2,0
3203,NO2,35,40,5,2,0
3204,H3N4O2,35,36,1,2,2
3205,HNO2,35,36,1,2,2
3206,H2N,35,36,1,2,2
3207,N3O2,36,40,4,2,3
3208,H3N4O5,36,37,1,2,2
3209,H2N4O2,36,40,4,2,0
3210,H2O,36,40,4,2,0
3211,H3N,36,40,4,2,0
3212,N3O3,36,37,1,2,2
3213,H3N4O3,36,37,1,2,2
3214,N2O,36,40,4,2,0
3215,H3N,36,40,4,2,0
3216,H2N4O4,36,37,1,2,2
3217,NO2,36,37,1,2,2
3218,HN3O3,36,37,1,2,2
3219,H3N,36,37,1,2,2
3220,N5O4,36,37,1,2,2
3221,H3N,36,40,4,2,3
3222,NO2,36,40,4,2,3
3223,H3NO,36,40,4,3,2
3224,H2O,36,40,4,3,0
3225,H3N,36,40,4,3,0
3226,N2O,36,38,2,3,2
3227,N3O2,36,40,4,2,0
3228,H4NO,36,39,3,2,3
3229,NO2,36,40,4,2,0
3230,H3N,36,40,4,1,0
3231,N2O,36,40,4,1,0
3232,H2N,36,37,1,3,2
3233,HNO2,36,37,1,3,2
3234,H4NO,36,37,1,3,3
3235,H3N,36,40,4,1,0
3236,N2O,36,38,2,1,2
3237,H3N,36,37,1,2,1
3238,N3O4,36,40,4,2,0
3239,N3O5,36,37,1,2,1
3240,NO2,36,37,1,1,1
3241,N2,36,40,4,1,0
3242,H2N,36,37,1,2,2
3243,H2N4O3,36,37,1,2,2
3244,HN4O7,36,40,4,2,0
3245,H3N,36,40,4,2,0
3246,NO2,36,40,4,2,0
3247,H4N7O8,36,37,1,2,2
3248,HN3O5,36,37,1,3,3
3249,H3N,36,37,1,3,3
3250,H3NO,36,37,1,3,3
3251,H3N3O2,36,38,2,2,2
3252,H2N,36,37,1,2,2
3253,HN5O5,36,37,1,2,2
3254,N3O2,36,38,2,2,3
3255,H2N5O4,36,37,1,2,3
3256,H3N3O,36,37,1,2,2
3257,N3O2,36,39,3,2,2
3258,HO,36,38,2,1,2
3259,N2,36,39,3,1,2
3260,H3N,36,40,4,3,0
3261,H2O2,36,38,2,3,2
3262,N2,36,40,4,3,0
3263,N,36,37,1,3,1
3264,H3N4O3,36,37,1,2,2
3265,H3N,36,37,1,1,1
3266,N3O2,36,37,1,1,1
3267,HN2O,36,37,1,2,2
3268,N2,36,40,4,2,1
3269,N2O,36,38,2,1,1
3270,HNO2,36,40,4,1,0
3271,N3O2,37,40,3,2,0
3272,H4NO,37,40,3,2,0
3273,H3N,37,38,1,1,2
3274,HN6O8,37,38,1,1,2
3275,H3N,37,40,3,1,0
3276,N3O3,37,40,3,1,0
3277,HNO2,37,38,1,2,2
3278,H2N,37,38,1,2,2
3279,H3N,37,39,2,1,2
3280,N3O5,37,39,2,1,2
3281,N2,37,40,3,1,0
3282,HO,37,40,3,1,1
3283,N3O3,37,40,3,1,0
3284,H3N,37,40,3,1,0
3285,HN4O4,37,38,1,2,3
3286,HNO2,37,38,1,2,3
3287,HN3O4,37,38,1,2,2
3288,H3N,37,38,1,2,1
3289,N3O4,37,39,2,1,2
3290,N2,37,38,1,1,2
3291,H2N,37,39,2,2,3
3292,HN2O4,37,40,3,2,0
3293,N5O5,37,39,2,2,3
3294,H3N,37,39,2,2,3
3295,N2O3,37,39,2,2,2
3296,HN3O4,37,40,3,1,0
3297,N3O4,37,40,3,1,0
3298,N3O4,37,40,3,3,5
3299,HN5O5,37,38,1,2,2
3300,H3N,37,38,1,2,2
3301,H2N3O5,37,38,1,3,3
3302,H3NO,37,38,1,3,3
3303,H2N,37,38,1,3,3
3304,H3N,37,38,1,1,1
3305,N3O3,37,38,1,1,1
3306,H4NO,37,38,1,2,2
3307,HN3O4,37,39,2,2,3
3308,H3N4O5,37,38,1,2,2
3309,H4N2O,37,38,1,2,2
3310,N3O2,37,38,1,2,2
3311,H3NO,37,38,1,2,2
3312,H2O,37,38,1,2,2
3313,HNO2,37,38,1,2,2
3314,N5O4,37,38,1,1,1
3315,N2O,37,38,1,1,1
3316,HN5O3,37,38,1,2,3
3317,H2O,37,38,1,2,3
3318,H3NO,37,38,1,2,3
3319,H3N4O2,37,40,3,2,2
3320,H4NO,37,40,3,2,0
3321,H3N,37,40,3,2,0
3322,H3N2O4,37,40,3,2,0
3323,H3NO,37,40,3,2,2
3324,NO2,37,40,3,2,0
3325,H3N,37,39,2,2,6
3326,H3N,37,40,3,1,0
3327,N2O,37,40,3,1,0
3328,N4O,37,38,1,2,2
3329,NO2,38,40,2,2,0
3330,H3N,38,40,2,2,0
3331,HNO2,38,39,1,3,3
3332,H3N7O8,38,39,1,3,3
3333,H2N4O3,38,39,1,1,1
3334,HO,38,39,1,1,1
3335,H2N4O4,38,39,1,3,3
3336,HNO3,38,39,1,3,3
3337,H,38,39,1,3,3
3338,H2N,38,39,1,2,2
3339,HN2O,38,39,1,2,2
3340,H2N,38,39,1,2,2
3341,HNO2,38,39,1,2,2
3342,N2O,38,40,2,1,1
3343,N2,38,40,2,1,1
3344,H3N,38,39,1,2,2
3345,HN2O,38,39,1,2,2
3346,H3NO,38,39,1,1,1
3347,N2O,38,39,1,1,1
3348,HN4O5,38,40,2,2,2
3349,HNO2,38,40,2,3,0
3350,HNO2,38,40,2,3,2
3351,H3N,38,40,2,1,0
3352,N3O5,38,40,2,1,0
3353,H4NO,38,40,2,4,0
3354,HN5O3,38,39,1,4,3
3355,HN3O3,38,39,1,4,3
3356,NO,38,40,2,2,2
3357,HN3O5,38,40,2,2,2
3358,H2N5O5,38,39,1,2,2
3359,N7O5,38,39,1,2,2
3360,HN3O3,38,39,1,2,2
3361,H2N,38,39,1,2,2
3362,N3O4,38,39,1,2,2
3363,H2N5O9,38,39,1,2,2
3364,HNO2,38,40,2,1,2
3365,N2O,38,40,2,1,2
3366,H4NO,38,39,1,3,6
3367,H2NO3,38,39,1,3,6
3368,H2N3O4,38,39,1,2,3
3369,H3NO,38,39,1,2,3
3370,H4N,38,40,2,2,2
3371,N5O5,38,40,2,2,2
3372,HN12O15,38,39,1,1,2
3373,H3N,38,39,1,1,2
3374,HN3O,38,39,1,2,2
3375,HN6O8,38,39,1,2,2
3376,HN3O5,38,39,1,3,2
3377,H2N3O,38,39,1,3,2
3378,H3N3O,38,39,1,2,6
3379,H3N2O2,38,40,2,2,0
3380,H3N,38,40,2,3,0
3381,HN3O5,38,40,2,3,0
3382,H3NO,38,40,2,3,0
3383,HNO2,38,40,2,1,0
3384,N2O,38,40,2,1,0
3385,N5O5,38,40,2,2,0
3386,H3N3O,38,39,1,2,2
3387,HN2O,38,39,1,2,2
3388,H3N4O3,38,40,2,2,0
3389,HN4O4,38,39,1,2,2
3390,H2O,38,39,1,2,2
3391,N3O3,38,39,1,1,1
3392,H3N,38,39,1,1,1
3393,H2N,38,39,1,2,2
3394,H2N4O3,38,40,2,2,0
3395,H3N,39,40,1,2,2
3396,HN6O8,39,40,1,2,2
3397,NO2,39,40,1,2,2
3398,H3N4O4,39,40,1,2,0
3399,H2N4O5,39,40,1,3,3
3400,HNO2,39,40,1,3,3
3401,HN4O4,39,40,1,3,0
3402,HNO2,39,40,1,3,0
3403,H2O,39,40,1,3,0
3404,H3N,39,40,1,2,0
3405,N2O,39,40,1,2,0
3406,H3N,39,40,1,2,0
3407,NO2,39,40,1,2,0
3408,HN3O4,39,40,1,3,0
3409,H3N,39,40,1,3,0
3410,H2N3O5,39,40,1,3,0
3411,H3N,39,40,1,3,3
3412,HN2O,39,40,1,3,3
3413,H,39,40,1,3,2
3414,H6N5O7,39,40,1,3,2
3415,H3NO,39,40,1,3,0
3416,N5O4,39,40,1,3,0
3417,H4NO,39,40,1,3,0
3418,NO2,39,40,1,1,0
3419,H2N4O3,39,40,1,1,0
3420,H3N3O2,39,40,1,2,0
3421,HN5O5,39,40,1,3,3
3422,HN,39,40,1,3,3
3423,HNO2,39,40,1,3,3
3424,HN2O,39,40,1,2,2
3425,HN3O3,39,40,1,2,2
3426,N3O2,39,40,1,2,0
3427,N2O,39,40,1,1,1
3428,N5O4,39,40,1,1,1
3429,N3O3,39,40,1,2,0
3430,H3N,39,40,1,2,0
3431,H2N,39,40,1,4,3
3432,H3NO,39,40,1,4,3
3433,HN2O,39,40,1,4,3
3434,H3N,39,40,1,4,3
3435,H2O,39,40,1,4,0
3436,HNO2,39,40,1,4,0
3437,H3N3O2,39,40,1,2,0
3438,HN3O5,39,40,1,2,0
3439,HN5O8,39,40,1,2,0
3440,N2,39,40,1,1,0
3441,HO,39,40,1,1,1
3442,N2O,39,40,1,1,1
3443,H3N,39,40,1,1,1
3444,N3O4,39,40,1,2,0
3445,H3N3O2,39,40,1,2,5
3446,H,39,40,1,2,2
3447,HN2O4,39,40,1,2,2
3448,H3N4O3,39,40,1,2,2
3449,H3N,39,40,1,2,2
3450,NO2,39,40,1,2,2
3451,NO,39,40,1,2,2
3452,HN5O5,39,40,1,2,2
3453,HN3O3,39,40,1,2,2
3454,H3N,39,40,1,2,1
3455,H2N4O4,39,40,1,3,0
3456,HN2O,39,40,1,3,0
3457,H5N13O15,39,40,1,3,3
3458,H5N2O,39,40,1,3,3
3459,N6O8,39,40,1,2,0
3460,H2N3O,39,40,1,2,2
3461,H3N3O,39,40,1,2,2
3462,H3N4O3,39,40,1,2,0
3463,H3N,39,40,1,1,1
3464,N3O3,39,40,1,1,1
3465,HN2O,39,40,1,2,3
3466,H3N,39,40,1,2,0
3467,H3N,40,40,0,3,0
3468,NO2,40,40,0,3,0
3469,N6O7,40,40,0,3,0
3470,HNO2,40,40,0,3,0
3471,H3N7O8,40,40,0,3,0
3472,H2N,40,40,0,2,0
3473,H2O,40,40,0,2,0
3474,N2,40,40,0,2,0
3475,HNO2,40,40,0,1,0
3476,N3O3,40,40,0,1,0
3477,H3N,40,40,0,2,0
3478,H4N4O7,40,40,0,2,0
3479,N5O5,40,40,0,3,0
3480,H3N,40,40,0,3,0
3481,NO2,40,40,0,3,0
3482,N4O,40,40,0,2,0
3483,HN3O3,40,40,0,3,0
3484,H2N4O3,40,40,0,3,0
3485,H2N4O6,40,40,0,3,0
3486,H2N,40,40,0,3,0
3487,H2NO,40,40,0,2,0
3488,H2N3O5,40,40,0,2,0
3489,HN2O,40,40,0,2,0
3490,H2N,40,40,0,2,0
3491,HN2O,40,40,0,2,0
3492,HNO,40,40,0,4,0
3493,H3NO,40,40,0,4,0
3494,HNO2,40,40,0,4,0
3495,N7O5,40,40,0,2,0
3496,N2O,40,40,0,1,0
3497,HNO2,40,40,0,1,0
3498,H3N,40,40,0,1,0
3499,N3O2,40,40,0,1,0
3500,H3N,40,40,0,4,0
3501,H3N3O,40,40,0,4,0
3502,H3NO,40,40,0,4,0
3503,HO,40,40,0,1,0
3504,N2,40,40,0,1,0
3505,HN2O3,40,40,0,2,0
3506,H6N2O,40,40,0,2,0
3507,HN12O15,40,40,0,2,0
3508,H3N,40,40,0,2,0
3509,HN2O,40,40,0,2,0
3510,NO,40,40,0,2,0
3511,N2,40,40,0,3,0
3512,N2O3,40,40,0,3,0
3513,HNO2,40,40,0,3,0
3514,H2N,40,40,0,3,0
3515,H3NO,40,40,0,3,0
3516,H3N3O,40,40,0,4,0
3517,H2N3O4,40,40,0,4,0
3518,HN2O4,40,40,0,2,0
3519,H,40,40,0,2,0
3520,HN5O5,40,40,0,2,0
3521,H3N,40,40,0,2,0
3522,N2O,40,40,0,1,0
3523,H3N,40,40,0,1,0
3524,H2O,40,40,0,2,0
3525,N2O3,40,40,0,2,0
3526,H2O,40,40,0,2,0
3527,H2N,40,40,0,2,0
3528,N2,40,40,0,2,0
3529,H4NO,40,40,0,2,0
3530,N5O5,40,40,0,2,0
3531,HNO,40,40,0,2,0
3532,H3N,40,40,0,1,0
3533,N3O3,40,40,0,1,0
3534,H3N3O,40,40,0,2,0
3535,HN4O2,40,40,0,2,0
3536,HNO2,40,40,0,2,0
3537,H3N4O3,40,40,0,2,0
3538,H2N,40,40,0,2,0
3539,HNO2,40,40,0,2,0
